Arc time (s)	Amperage (A)	Voltage (V)	Wire feed speed (in/min)	WeldScore (%)	Global scale factor	True Energy (J)
10.750	77.0	15.7	180	0.0	-0.3406	13138
10.984	76.6	15.7	179	0.0	-0.3533	13373
11.218	76.5	15.7	180	0.0	-0.3378	13609
11.453	75.6	15.6	179	0.0	-0.3801	13955
11.687	76.3	15.5	179	0.0	-0.3286	14193
11.953	77.2	15.5	179	0.0	-0.3520	14547
12.187	77.8	15.6	179	0.0	-0.3909	14789
12.422	76.1	15.7	179	0.0	-0.3858	15141
12.656	76.5	15.7	178	0.0	-0.3599	15380
12.890	76.4	15.6	179	0.0	-0.3437	15613
13.125	75.8	15.4	179	0.0	-0.3782	15960
13.390	76.5	15.4	178	0.0	-0.3838	16196
13.625	77.8	15.6	179	0.0	-0.3515	16556
13.859	77.3	15.7	180	0.0	-0.3767	16792
14.109	75.4	15.7	180	0.0	-0.3806	17026
14.359	76.4	15.6	179	0.0	-0.3892	17377
14.609	74.5	15.2	179	0.0	-0.3584	17603
14.875	75.6	15.4	179	0.0	-0.3349	17946
15.093	76.6	15.5	178	0.0	-0.3217	18181
15.328	77.4	15.6	180	0.0	-0.3346	18538
15.578	77.1	15.7	179	0.0	-0.3775	18780
15.828	77.2	15.7	179	0.0	-0.3418	19137
16.078	78.3	15.5	179	0.0	-0.3592	19379
16.328	78.2	15.4	179	0.0	-0.3457	19735
16.562	77.4	15.4	180	0.0	-0.3394	19975
16.812	76.4	15.5	180	0.0	-0.3079	20210
17.047	76.7	15.5	177	0.0	-0.2922	20565
17.297	76.6	15.5	179	0.0	-0.3024	20806
17.515	77.3	15.5	178	0.0	-0.2999	21045
17.750	75.4	15.6	179	0.0	-0.3533	21397
6/23/2025 12:26:40 PM
0.000	10.3	18.7	157	0.0	-0.0198	133
0.281	76.9	21.0	170	0.0	0.0009	528
0.531	81.4	16.1	175	0.0	0.0413	774
0.781	79.6	15.4	178	0.0	-0.0170	1151
1.031	78.1	15.5	180	0.0	0.1209	1404
1.266	78.7	15.4	180	0.0	0.1206	1660
1.500	78.0	15.4	180	0.0	0.0833	2022
1.750	79.5	15.5	180	0.0	0.0055	2282
2.000	78.3	15.6	179	0.0	0.0090	2663
2.235	77.6	15.8	180	0.0	-0.0105	2916
2.453	79.2	15.8	179	0.0	-0.0074	3173
2.703	80.4	15.6	178	0.0	0.1299	3567
2.953	79.5	15.6	180	0.0	-0.0180	3817
3.172	79.0	15.5	179	0.0	-0.0182	4202
3.406	78.2	15.6	179	0.0	-0.0327	4442
3.641	78.4	15.9	178	0.0	0.0672	4705
3.875	77.7	15.9	179	0.0	0.0087	5084
4.125	80.4	15.8	179	0.0	-0.0577	5343
4.344	82.1	15.6	179	0.0	0.0707	5611
4.578	79.5	15.5	180	0.0	-0.0687	5978
4.813	77.7	15.6	179	0.0	-0.0458	6223
5.047	78.1	15.7	177	0.0	0.0263	6482
5.281	78.3	15.8	179	0.0	-0.0571	6860
5.531	80.2	15.8	178	0.0	-0.1031	7113
5.750	79.8	15.7	179	0.0	-0.0819	7368
5.985	80.3	15.6	180	0.0	-0.0977	7750
6.250	78.7	15.6	178	0.0	-0.0899	8000
6.500	78.7	15.6	177	0.0	-0.0076	8379
6.750	79.7	15.7	178	0.0	-0.0869	8633
6.985	79.1	15.6	180	0.0	-0.0353	9010
7.203	78.8	15.5	180	0.0	-0.0211	9253
7.453	77.6	15.4	178	0.0	-0.1006	9504
7.688	77.9	15.5	180	0.0	-0.0832	9879
7.922	77.9	15.6	179	0.0	-0.0793	10118
8.172	78.1	15.5	180	0.0	0.0429	10374
8.406	79.1	15.4	178	0.0	0.0259	10755
8.656	79.0	15.7	177	0.0	-0.0808	11005
8.922	78.6	15.7	179	0.0	-0.0996	11381
9.188	79.3	15.8	178	0.0	-0.1304	11764
9.422	78.7	15.6	179	0.0	-0.1094	12004
9.672	79.1	15.6	180	0.0	-0.0918	12257
9.906	78.7	15.8	179	0.0	-0.0711	12635
10.141	80.1	15.8	180	0.0	-0.1481	12883
10.375	78.6	15.6	178	0.0	-0.0680	13258
10.610	78.5	15.5	178	0.0	-0.1053	13505
10.844	78.9	15.4	179	0.0	-0.0970	13752
11.063	78.4	15.7	179	0.0	-0.0968	13995
11.313	77.1	15.9	179	0.0	-0.1712	14359
11.547	77.4	15.8	180	0.0	-0.1739	14611
11.797	78.2	15.7	181	0.0	-0.1241	14982
12.016	79.4	15.6	179	0.0	-0.0672	15235
12.250	77.5	15.3	179	0.0	-0.1136	15476
12.500	76.7	15.5	179	0.0	-0.1231	15838
12.750	78.8	15.8	179	0.0	-0.1292	16092
12.969	77.0	15.8	180	0.0	-0.1394	16333
13.203	76.8	15.7	178	0.0	-0.1835	16696
13.453	78.0	15.6	178	0.0	-0.1767	16931
13.688	77.5	15.2	179	0.0	-0.0672	17296
13.938	77.7	15.3	179	0.0	-0.0872	17540
14.156	77.7	15.6	180	0.0	-0.1250	17787
14.391	77.1	15.8	179	0.0	-0.1136	18151
14.625	76.3	15.8	180	0.0	-0.0938	18394
14.875	77.6	15.6	179	0.0	-0.1930	18632
15.110	76.7	15.5	179	0.0	-0.1835	18995
15.328	76.6	15.4	178	0.0	-0.1082	19234
15.563	77.6	15.4	179	0.0	-0.1507	19472
15.813	79.5	15.7	178	0.0	-0.1032	19852
16.047	78.3	15.8	179	0.0	-0.1380	20097
16.297	76.7	15.7	179	0.0	-0.1596	20460
16.563	77.8	15.6	179	0.0	-0.1399	20708
16.797	78.1	15.3	179	0.0	-0.1706	21072
17.031	78.6	15.2	178	0.0	-0.1567	21318
17.281	80.3	15.5	179	0.0	-0.1233	21691
17.531	79.5	15.4	180	0.0	-0.1184	21945
17.781	78.6	15.1	180	0.0	-0.0028	22307
6/23/2025 12:31:58 PM
0.000	0.0	4.3	0	0.0	0.0000	1
0.282	66.0	27.1	171	0.0	0.1179	363
0.532	81.1	17.4	180	0.0	0.1122	606
0.766	80.4	15.1	179	0.0	0.0314	977
1.000	78.7	15.6	178	0.0	0.0138	1234
1.235	79.2	16.0	179	0.0	-0.0230	1485
1.485	83.0	16.0	179	0.0	0.0349	1889
1.719	82.2	15.7	179	0.0	0.0016	2145
1.953	79.3	15.6	179	0.0	-0.0186	2528
2.188	76.6	16.0	179	0.0	-0.0849	2753
2.422	76.3	16.0	180	0.0	-0.0777	3010
2.657	76.9	16.0	180	0.0	-0.0918	3383
2.907	79.1	15.9	180	0.0	-0.0645	3636
3.141	83.4	15.6	179	0.0	-0.0649	4032
3.375	80.7	15.4	179	0.0	-0.1215	4275
3.610	78.3	15.9	178	0.0	-0.1636	4530
3.844	78.0	16.4	179	0.0	-0.2176	4914
4.078	76.6	16.4	179	0.0	-0.2193	5155
4.313	76.4	16.3	179	0.0	-0.2801	5398
4.547	79.1	16.1	179	0.0	-0.2738	5777
4.782	81.6	15.9	180	0.0	-0.2910	6032
5.032	81.4	15.8	179	0.0	-0.2643	6289
5.266	79.0	15.8	178	0.0	-0.2960	6652
5.485	78.0	15.8	179	0.0	-0.2968	6894
5.719	77.9	15.8	179	0.0	-0.3030	7138
5.953	77.5	15.8	179	0.0	-0.3756	7500
6.203	79.7	15.7	179	0.0	-0.3252	7750
6.438	82.2	15.6	178	0.0	-0.3236	8129
6.672	81.9	15.6	179	0.0	-0.3316	8373
6.891	78.4	15.7	179	0.0	-0.3479	8611
7.125	77.5	15.7	180	0.0	-0.3884	8854
7.375	76.8	15.7	179	0.0	-0.3916	9209
7.610	76.6	15.6	179	0.0	-0.3901	9445
7.860	77.0	15.6	180	0.0	-0.3904	9806
8.094	77.7	15.7	180	0.0	-0.3945	10046
8.328	78.4	15.7	180	0.0	-0.3699	10287
8.578	77.9	15.6	178	0.0	-0.3903	10646
8.813	75.2	15.6	178	0.0	-0.4003	10872
9.063	73.5	15.6	178	0.0	-0.3256	11206
9.297	76.0	15.4	179	0.0	-0.3951	11441
9.532	74.8	15.5	179	0.0	-0.3785	11666
9.766	76.1	15.6	180	0.0	-0.3488	12013
10.016	77.7	15.6	179	0.0	-0.4050	12250
10.250	76.4	15.6	179	0.0	-0.3992	12590
10.485	76.7	15.7	179	0.0	-0.4224	12828
10.719	75.8	15.7	180	0.0	-0.4287	13053
10.953	75.8	15.6	179	0.0	-0.3868	13396
11.203	75.3	15.4	180	0.0	-0.3941	13625
11.438	76.0	15.4	179	0.0	-0.3707	13856
11.657	75.4	15.6	179	0.0	-0.3650	14199
11.907	74.9	15.7	178	0.0	-0.3789	14426
12.172	75.8	15.6	179	0.0	-0.4131	14771
12.422	76.2	15.6	179	0.0	-0.3695	14998
12.657	75.7	15.5	179	0.0	-0.3567	15344
12.875	78.1	15.5	178	0.0	-0.3925	15583
13.110	77.6	15.6	178	0.0	-0.3765	15818
13.360	76.3	15.7	179	0.0	-0.4035	16169
13.594	77.4	15.7	179	0.0	-0.4268	16404
13.860	78.4	15.5	180	0.0	-0.3897	16757
14.094	77.2	15.5	179	0.0	-0.4004	16990
14.313	77.8	15.6	180	0.0	-0.4219	17232
14.563	78.1	15.5	179	0.0	-0.3806	17584
14.813	76.5	15.3	179	0.0	-0.3478	17812
15.047	77.0	15.2	179	0.0	-0.3503	18165
15.266	77.4	15.3	179	0.0	-0.3077	18399
15.516	78.1	15.3	178	0.0	-0.2849	18636
15.766	77.9	15.2	180	0.0	-0.2972	18984
16.000	76.3	15.3	179	0.0	-0.3040	19221
16.250	76.6	15.5	179	0.0	-0.3237	19574
16.469	77.3	15.5	178	0.0	-0.3000	19811
16.703	77.0	15.4	179	0.0	-0.2868	20048
16.953	77.9	15.4	179	0.0	-0.2716	20407
17.203	79.0	15.3	178	0.0	-0.2636	20651
17.438	78.9	15.4	178	0.0	-0.2224	21013
17.657	78.1	15.5	179	0.0	-0.2235	21254
17.907	78.5	15.6	179	0.0	-0.2628	21499
6/23/2025 12:37:16 PM
0.000	0.0	8.2	31	0.0	0.0000	0
0.281	74.2	22.8	164	0.0	0.0979	363
0.500	84.1	17.2	181	0.0	0.0223	751
0.765	79.2	15.6	180	0.0	-0.0416	999
1.031	78.4	15.5	179	0.0	-0.0360	1379
1.281	76.5	15.5	179	0.0	0.0048	1612
1.515	76.1	15.6	180	0.0	-0.0727	1988
1.734	76.3	15.8	179	0.0	-0.0258	2236
1.984	78.9	15.8	179	0.0	-0.0038	2480
2.234	79.7	15.7	178	0.0	-0.0331	2874
2.469	79.6	15.6	180	0.0	-0.0705	3122
2.703	78.0	15.6	179	0.0	-0.0760	3492
2.937	77.3	15.7	179	0.0	-0.0425	3736
3.172	78.1	15.9	179	0.0	-0.0760	3995
3.406	80.7	15.8	178	0.0	-0.0572	4376
3.656	83.5	15.7	179	0.0	-0.0846	4639
3.875	79.5	15.5	179	0.0	-0.1250	4891
4.125	78.1	15.5	180	0.0	-0.0342	5252
4.359	78.7	15.7	179	0.0	-0.0901	5499
4.594	79.3	15.9	179	0.0	-0.0696	5883
4.844	78.9	15.8	180	0.0	-0.1375	6130
5.078	79.5	15.8	178	0.0	-0.1549	6388
5.312	79.6	15.6	178	0.0	-0.1645	6758
5.547	78.0	15.5	178	0.0	-0.1681	7004
5.781	77.8	15.6	178	0.0	-0.1597	7248
6.031	77.0	15.7	179	0.0	-0.1400	7616
6.265	76.8	15.6	179	0.0	-0.0925	7856
6.484	77.0	15.4	178	0.0	-0.0876	8218
6.719	79.2	15.5	179	0.0	-0.1353	8474
6.969	78.3	15.6	179	0.0	-0.1709	8712
7.219	77.7	15.6	179	0.0	-0.1806	9088
7.453	77.7	15.6	180	0.0	-0.1700	9330
7.672	78.4	15.7	180	0.0	-0.1394	9583
7.906	78.1	15.7	180	0.0	-0.1310	9948
8.156	78.2	15.6	180	0.0	-0.1911	10198
8.406	79.1	15.6	181	0.0	-0.1580	10571
8.640	79.5	15.6	178	0.0	-0.1795	10821
8.859	78.7	15.7	179	0.0	-0.1975	11064
9.094	78.8	15.7	179	0.0	-0.2030	11433
9.344	78.9	15.5	178	0.0	-0.2054	11677
9.578	77.4	15.5	179	0.0	-0.1379	11919
9.828	77.5	15.6	179	0.0	-0.1549	12290
10.047	78.5	15.5	179	0.0	-0.1914	12536
10.281	79.0	15.5	179	0.0	-0.2005	12909
10.531	79.1	15.5	180	0.0	-0.1646	13155
10.781	78.0	15.6	179	0.0	-0.1703	13517
11.031	77.5	15.4	180	0.0	-0.2073	13757
11.250	77.4	15.4	179	0.0	-0.1260	13995
11.484	77.5	15.4	180	0.0	-0.1473	14363
11.734	78.9	15.7	179	0.0	-0.1170	14613
11.969	78.9	15.7	179	0.0	-0.1300	14851
12.203	77.4	15.7	179	0.0	-0.1753	15220
12.453	77.4	15.6	179	0.0	-0.1442	15458
12.687	76.6	15.3	179	0.0	-0.1734	15694
12.937	78.9	15.5	177	0.0	-0.1464	16064
13.172	77.8	15.6	179	0.0	-0.1880	16303
13.406	77.5	15.8	179	0.0	-0.1650	16673
13.625	77.4	15.8	179	0.0	-0.1736	16915
13.859	77.9	15.7	180	0.0	-0.1301	17157
14.109	77.6	15.5	179	0.0	-0.1313	17522
14.359	78.4	15.4	178	0.0	-0.1242	17765
14.594	78.2	15.6	179	0.0	-0.1208	18135
14.812	78.0	15.6	179	0.0	-0.1979	18381
15.047	78.1	15.6	179	0.0	-0.1450	18628
15.297	78.0	15.6	179	0.0	-0.1414	18997
15.547	78.5	15.4	177	0.0	-0.1146	19245
15.781	78.5	15.4	179	0.0	-0.1751	19491
16.000	79.0	15.4	179	0.0	-0.1729	19855
16.234	79.0	15.4	179	0.0	-0.0923	20107
16.484	79.8	15.4	179	0.0	-0.1017	20351
16.719	78.8	15.3	179	0.0	-0.1026	20719
16.953	77.1	15.4	180	0.0	-0.1301	20968
17.172	77.3	15.5	179	0.0	-0.1140	21209
17.406	79.2	15.6	180	0.0	-0.0874	21582
17.656	79.5	15.6	179	0.0	-0.0894	21836
17.890	77.0	15.6	179	0.0	-0.1102	22200
6/23/2025 12:40:34 PM
0.000	2.2	13.0	103	0.0	-0.4197	0
0.297	75.5	22.1	174	0.0	-0.1038	439
0.547	88.5	16.2	179	0.0	-0.0615	844
0.781	88.7	15.7	178	0.0	-0.0557	1122
1.000	79.3	16.0	179	0.0	-0.1559	1362
1.250	76.9	15.8	180	0.0	-0.1714	1737
1.484	78.2	16.0	179	0.0	-0.1325	1988
1.734	77.5	16.1	178	0.0	-0.2180	2361
1.969	80.9	16.0	179	0.0	-0.2295	2620
2.203	84.6	15.8	179	0.0	-0.2145	2887
2.437	80.7	15.8	178	0.0	-0.2692	3260
2.687	78.2	15.9	179	0.0	-0.2447	3504
2.922	77.1	16.0	179	0.0	-0.3105	3868
3.172	77.3	16.0	179	0.0	-0.2950	4110
3.406	81.2	15.8	179	0.0	-0.3167	4358
3.656	84.3	15.5	179	0.0	-0.3119	4750
3.891	81.5	15.5	179	0.0	-0.2823	4995
4.141	78.0	15.7	179	0.0	-0.3079	5355
4.375	77.0	15.8	179	0.0	-0.3072	5593
4.609	76.5	15.8	180	0.0	-0.3507	5829
4.844	77.6	15.7	180	0.0	-0.3324	6191
5.078	79.0	15.7	179	0.0	-0.3397	6437
5.328	78.5	15.5	179	0.0	-0.3517	6793
5.562	77.4	15.5	179	0.0	-0.3397	7034
5.797	78.4	15.6	178	0.0	-0.3507	7280
6.031	77.9	15.5	180	0.0	-0.3487	7640
6.281	77.0	15.6	179	0.0	-0.3362	7876
6.531	76.6	15.6	179	0.0	-0.3373	8230
6.750	78.0	15.6	179	0.0	-0.3626	8474
6.984	79.2	15.7	179	0.0	-0.3619	8723
7.234	79.4	15.7	179	0.0	-0.3769	9088
7.469	77.9	15.7	179	0.0	-0.3664	9325
7.750	76.5	15.7	178	0.0	-0.3827	9686
7.984	77.9	15.7	180	0.0	-0.3988	9928
8.203	78.4	15.7	180	0.0	-0.3984	10167
8.437	79.3	15.5	181	0.0	-0.3362	10531
8.687	78.4	15.3	179	0.0	-0.3540	10760
8.922	77.9	15.3	178	0.0	-0.3622	11115
9.156	77.6	15.3	179	0.0	-0.2646	11351
9.406	82.7	15.0	179	0.0	-0.2620	11596
9.672	76.0	15.0	179	0.0	-0.2717	11946
9.906	77.0	15.2	179	0.0	-0.2272	12182
10.156	78.9	15.4	178	0.0	-0.2139	12545
10.391	79.4	15.5	179	0.0	-0.2510	12790
10.625	79.2	15.6	179	0.0	-0.2735	13151
10.875	78.1	15.6	179	0.0	-0.2701	13398
11.125	77.8	15.5	180	0.0	-0.2209	13751
11.375	76.5	15.4	179	0.0	-0.2327	13993
11.594	77.9	15.5	181	0.0	-0.2721	14233
11.828	78.7	15.7	180	0.0	-0.2912	14595
12.062	76.7	15.8	180	0.0	-0.2655	14836
12.312	77.5	15.7	179	0.0	-0.2783	15075
12.547	77.4	15.7	179	0.0	-0.2999	15438
12.766	77.5	15.6	179	0.0	-0.2921	15676
13.016	77.4	15.4	179	0.0	-0.2907	16033
13.250	77.7	15.6	179	0.0	-0.2972	16272
13.500	76.3	15.8	179	0.0	-0.2855	16508
13.734	74.7	15.8	178	0.0	-0.2630	16853
13.969	75.8	15.6	178	0.0	-0.2722	17094
14.203	77.0	15.4	179	0.0	-0.2918	17328
14.437	77.1	15.3	178	0.0	-0.2723	17679
14.703	79.1	15.3	179	0.0	-0.2729	17925
14.953	79.3	15.6	179	0.0	-0.2338	18293
15.187	78.3	15.7	179	0.0	-0.2445	18537
15.422	78.0	15.6	180	0.0	-0.2551	18899
15.656	78.2	15.5	180	0.0	-0.2495	19132
15.891	78.7	15.3	179	0.0	-0.2485	19380
16.125	79.4	15.4	180	0.0	-0.2051	19752
16.375	79.0	15.3	179	0.0	-0.1447	19991
16.609	79.2	15.4	177	0.0	-0.2236	20232
16.844	77.6	15.5	179	0.0	-0.2275	20602
17.078	78.1	15.5	179	0.0	-0.1398	20845
17.328	79.0	15.3	178	0.0	-0.1629	21216
17.578	79.2	15.3	179	0.0	-0.1449	21463
17.797	78.4	15.4	179	0.0	-0.1557	21707
6/23/2025 12:43:52 PM
0.000	0.1	10.0	44	0.0	0.0000	0
0.281	74.2	22.9	161	0.0	-0.0747	407
0.515	83.4	17.0	178	0.0	-0.0944	791
0.750	80.2	15.6	179	0.0	-0.1033	1043
0.984	81.7	15.6	180	0.0	-0.0475	1303
1.234	78.9	15.8	178	0.0	-0.0931	1678
1.468	78.4	16.1	179	0.0	-0.1303	1939
1.687	79.0	16.3	180	0.0	-0.2099	2197
1.921	77.0	16.2	179	0.0	-0.2360	2565
2.156	79.1	16.1	179	0.0	-0.2319	2825
2.406	80.6	15.9	180	0.0	-0.2569	3072
2.640	78.7	15.8	180	0.0	-0.2739	3446
2.890	77.4	15.9	179	0.0	-0.2642	3691
3.125	77.5	15.9	180	0.0	-0.3217	4056
3.359	77.6	15.8	180	0.0	-0.3170	4303
3.609	78.1	15.8	179	0.0	-0.3113	4674
3.859	80.8	15.7	178	0.0	-0.3280	4921
4.093	82.3	15.6	178	0.0	-0.3186	5180
4.328	79.1	15.7	179	0.0	-0.3221	5537
4.562	75.6	15.8	177	0.0	-0.3591	5774
4.796	75.8	15.9	177	0.0	-0.3833	6128
5.031	76.1	15.8	179	0.0	-0.3772	6369
5.265	80.7	15.6	179	0.0	-0.3497	6617
5.500	84.4	15.4	180	0.0	-0.3312	6876
5.734	82.5	15.4	179	0.0	-0.3348	7250
5.968	79.0	15.6	179	0.0	-0.3661	7485
6.203	76.5	15.8	179	0.0	-0.3977	7839
6.437	75.7	15.8	179	0.0	-0.3817	8078
6.671	76.7	15.7	177	0.0	-0.3845	8316
6.890	81.2	15.5	179	0.0	-0.3796	8567
7.140	83.2	15.4	178	0.0	-0.3768	8943
7.375	79.6	15.5	180	0.0	-0.3715	9185
7.609	78.0	15.6	179	0.0	-0.3943	9545
7.828	77.6	15.6	179	0.0	-0.3941	9783
8.078	77.6	15.7	180	0.0	-0.4020	10025
8.328	78.5	15.6	179	0.0	-0.4012	10387
8.562	78.9	15.6	180	0.0	-0.3834	10631
8.796	78.1	15.6	179	0.0	-0.4052	10989
9.031	76.5	15.6	178	0.0	-0.3406	11224
9.281	74.1	15.5	179	0.0	-0.3640	11448
9.515	76.0	15.6	178	0.0	-0.3850	11795
9.750	76.9	15.8	179	0.0	-0.4190	12035
9.984	76.7	15.7	179	0.0	-0.3984	12271
10.234	77.2	15.7	179	0.0	-0.4375	12624
10.468	78.0	15.5	179	0.0	-0.4261	12865
10.703	78.8	15.6	180	0.0	-0.4268	13222
10.953	75.7	15.7	179	0.0	-0.4033	13447
11.187	77.0	15.6	180	0.0	-0.4437	13684
11.421	76.2	15.6	180	0.0	-0.4490	14030
11.656	75.0	15.6	179	0.0	-0.4355	14259
11.921	76.6	15.5	178	0.0	-0.3992	14612
12.156	76.9	15.4	181	0.0	-0.3984	14842
12.390	77.3	15.4	179	0.0	-0.4140	15084
12.625	77.1	15.5	179	0.0	-0.4103	15432
12.859	76.9	15.4	179	0.0	-0.4041	15670
13.093	76.3	15.4	178	0.0	-0.3623	15901
13.343	74.6	15.4	179	0.0	-0.4038	16245
13.578	78.2	15.5	179	0.0	-0.3684	16487
13.812	77.1	15.6	179	0.0	-0.4125	16831
14.046	76.9	15.7	179	0.0	-0.4101	17067
14.312	76.5	15.6	179	0.0	-0.3823	17416
14.562	76.0	15.6	179	0.0	-0.3827	17648
14.828	76.0	15.5	180	0.0	-0.3729	17996
15.062	76.4	15.5	180	0.0	-0.3733	18233
15.296	77.1	15.6	180	0.0	-0.3885	18470
15.546	75.9	15.7	180	0.0	-0.3875	18818
15.781	75.4	15.7	181	0.0	-0.4251	19052
16.015	76.7	15.6	179	0.0	-0.4006	19404
16.250	76.6	15.6	179	0.0	-0.4185	19639
16.484	76.3	15.5	179	0.0	-0.4106	19873
16.734	77.6	15.5	177	0.0	-0.4070	20228
16.984	76.8	15.6	179	0.0	-0.4268	20461
17.218	76.6	15.3	179	0.0	-0.3683	20809
17.453	79.0	15.0	179	0.0	-0.3073	21048
17.687	80.1	15.0	179	0.0	-0.2587	21290
17.921	79.1	14.9	0	0.0	-0.1399	21529
6/23/2025 12:47:10 PM
0.000	46.3	25.9	198	0.0	-0.0649	328
0.282	80.5	18.6	181	0.0	-0.0511	576
0.516	79.0	16.1	179	0.0	-0.1069	959
0.766	76.9	16.1	179	0.0	-0.1791	1212
1.016	77.4	16.0	179	0.0	-0.1381	1583
1.250	80.5	15.9	179	0.0	-0.2199	1841
1.485	78.8	15.9	179	0.0	-0.2027	2087
1.719	76.6	15.9	179	0.0	-0.2276	2441
1.969	74.1	15.9	178	0.0	-0.2333	2677
2.203	76.2	16.1	178	0.0	-0.2742	3037
2.438	75.7	16.0	179	0.0	-0.3137	3278
2.703	75.9	15.8	180	0.0	-0.2968	3630
2.938	75.9	15.8	178	0.0	-0.2949	3871
3.188	75.9	15.8	179	0.0	-0.3247	4109
3.422	76.5	15.9	178	0.0	-0.3385	4468
3.672	76.2	15.8	180	0.0	-0.3865	4707
3.907	81.4	15.4	180	0.0	-0.3303	5067
4.141	83.0	15.3	178	0.0	-0.3563	5323
4.375	80.1	15.5	180	0.0	-0.3391	5563
4.641	75.4	15.5	179	0.0	-0.3388	5909
4.875	75.7	15.7	180	0.0	-0.3264	6146
5.110	76.3	15.7	179	0.0	-0.3334	6505
5.344	76.5	15.7	178	0.0	-0.3596	6742
5.594	78.5	15.6	179	0.0	-0.3594	6990
5.844	79.5	15.6	179	0.0	-0.3533	7355
6.078	78.6	15.5	179	0.0	-0.3663	7596
6.313	78.1	15.5	179	0.0	-0.3328	7959
6.547	78.2	15.5	178	0.0	-0.3113	8200
6.782	76.7	15.6	179	0.0	-0.3456	8429
7.047	77.4	15.6	179	0.0	-0.3453	8793
7.282	77.3	15.5	179	0.0	-0.3479	9035
7.516	77.0	15.6	180	0.0	-0.3481	9392
7.766	76.7	15.7	178	0.0	-0.3623	9631
8.000	76.9	15.6	179	0.0	-0.3797	9983
8.250	77.3	15.7	180	0.0	-0.3650	10225
8.485	76.2	15.7	180	0.0	-0.3937	10459
8.719	77.5	15.7	179	0.0	-0.3738	10821
8.938	78.6	15.7	178	0.0	-0.3705	11063
9.188	78.5	15.5	179	0.0	-0.3872	11423
9.438	78.0	15.5	179	0.0	-0.3755	11661
9.672	77.0	15.6	179	0.0	-0.3869	11899
9.907	76.6	15.5	180	0.0	-0.3945	12249
10.141	77.4	15.6	178	0.0	-0.3994	12493
10.391	77.3	15.5	179	0.0	-0.3932	12726
10.625	77.2	15.5	179	0.0	-0.3537	13082
10.875	76.0	15.6	179	0.0	-0.3939	13312
11.094	76.1	15.6	179	0.0	-0.3988	13666
11.328	76.7	15.6	180	0.0	-0.3971	13902
11.578	76.7	15.6	180	0.0	-0.3822	14135
11.828	76.4	15.5	180	0.0	-0.3706	14492
12.063	76.0	15.6	181	0.0	-0.3576	14725
12.297	75.0	15.6	179	0.0	-0.3528	15071
12.547	75.1	15.6	179	0.0	-0.4014	15300
12.782	75.5	15.6	179	0.0	-0.4086	15534
13.016	76.4	15.6	178	0.0	-0.3813	15890
13.266	77.7	15.6	179	0.0	-0.4081	16127
13.485	78.2	15.5	179	0.0	-0.3713	16367
13.719	77.8	15.5	179	0.0	-0.3912	16723
13.969	77.0	15.5	179	0.0	-0.3681	16963
14.219	76.4	15.5	180	0.0	-0.3791	17309
14.453	76.7	15.5	179	0.0	-0.3833	17546
14.703	77.7	15.5	179	0.0	-0.3949	17910
14.938	77.0	15.5	180	0.0	-0.3929	18142
15.188	76.5	15.4	179	0.0	-0.3562	18379
15.422	77.2	15.5	179	0.0	-0.3526	18739
15.657	77.0	15.6	179	0.0	-0.3878	18975
15.891	77.6	15.6	179	0.0	-0.3634	19217
16.125	78.2	15.5	178	0.0	-0.3745	19574
16.360	77.4	15.5	178	0.0	-0.3821	19814
16.594	78.1	15.6	177	0.0	-0.3703	20178
16.828	76.9	15.5	180	0.0	-0.3217	20411
17.063	79.6	15.3	180	0.0	-0.3022	20657
17.297	79.3	15.1	179	0.0	-0.2585	20900
17.532	76.8	15.1	180	0.0	-0.1890	21247
6/23/2025 12:50:28 PM
0.000	4.6	12.3	88	0.0	-0.0721	0
0.297	69.5	21.2	159	0.0	-0.1890	397
0.532	82.4	16.7	178	0.0	-0.1141	767
0.766	82.4	15.7	181	0.0	-0.1926	1023
1.000	80.3	15.7	181	0.0	-0.1065	1263
1.219	79.1	15.5	179	0.0	-0.1895	1631
1.453	78.9	15.7	179	0.0	-0.0972	1888
1.719	78.9	15.9	179	0.0	-0.1866	2134
1.953	78.2	16.0	178	0.0	-0.2437	2510
2.203	77.0	16.0	180	0.0	-0.2574	2751
2.422	77.3	15.9	178	0.0	-0.2689	3125
2.657	78.3	15.9	178	0.0	-0.3010	3372
2.907	77.8	15.6	178	0.0	-0.2950	3612
3.141	79.5	15.5	179	0.0	-0.2009	3977
3.375	76.3	15.4	178	0.0	-0.2780	4204
3.594	79.0	15.8	179	0.0	-0.2883	4450
3.844	75.2	15.8	178	0.0	-0.3195	4799
4.094	75.9	15.7	179	0.0	-0.2948	5035
4.344	73.2	15.7	179	0.0	-0.2924	5375
4.594	76.3	15.8	180	0.0	-0.3364	5617
4.844	77.1	15.7	180	0.0	-0.3145	5978
5.078	77.1	15.6	179	0.0	-0.2986	6220
5.313	77.8	15.5	179	0.0	-0.3424	6452
5.578	77.7	15.7	178	0.0	-0.3257	6817
5.813	78.1	15.7	179	0.0	-0.3373	7057
6.047	80.8	15.6	179	0.0	-0.3389	7428
6.282	78.2	15.3	179	0.0	-0.3280	7657
6.516	78.5	15.3	179	0.0	-0.3132	7900
6.766	78.9	15.4	178	0.0	-0.2434	8261
7.000	78.3	15.3	180	0.0	-0.2426	8498
7.235	80.2	15.3	179	0.0	-0.2441	8873
